text,audio_path
Someone is tapping a paper cup with a pencil repetitively.,clotho_16k/Metal_On_Wood_Hits_Axe.wav
Several pieces of wood are being gently hit by a person.,clotho_16k/Metal_On_Wood_Hits_Axe.wav
Someone is hammering tent bolts into the ground using a mallet.,clotho_16k/Metal_On_Wood_Hits_Axe.wav
A crowd of people talking in the background and a man who speaks louder than the others toward the end.,clotho_16k/dmv - waiting.wav
A group of people talked in the background while others looked through the papers.,clotho_16k/dmv - waiting.wav
"In the background, a crowd of people are talking and toward the end, one man speaks louder than the others.",clotho_16k/dmv - waiting.wav
Papers are being shuffled as people talk in the background.,clotho_16k/dmv - waiting.wav
Papers being shuffled as people talk in the background.,clotho_16k/dmv - waiting.wav
A small plastic object is being opened and looked through while sitting on grass near water.,clotho_16k/pas sur galet.wav
Birds chirp while a large volume of water splashes and gurgles and plastic crinkles and crumples.,clotho_16k/pas sur galet.wav
"Birds chirp, a large volume of water splashes and gurgles, and plastic crinkles and crumples.",clotho_16k/pas sur galet.wav
"Close to the stream, someone opens a package.",clotho_16k/pas sur galet.wav
"While sitting on grass near water, a boy opens a small plastic object.",clotho_16k/pas sur galet.wav
A chugging train takes off down the railway.,clotho_16k/BR Standard Class Five No 73050.wav
A person is trying to blow out a fire.,clotho_16k/BR Standard Class Five No 73050.wav
A steam engine goes faster as time progresses.,clotho_16k/BR Standard Class Five No 73050.wav
An old steam engine train starts and moves past.,clotho_16k/BR Standard Class Five No 73050.wav
a steam train taking off and gaining momentum,clotho_16k/BR Standard Class Five No 73050.wav
Glass breaks then gets pushed to the side repeatedly.,clotho_16k/Glass bag drops.wav
Someone breaks a glass bottle on a rocky surface continuously.,clotho_16k/Glass bag drops.wav
Someone shatters a glass bottle on the rocks over and over again.,clotho_16k/Glass bag drops.wav
Throwing glass objects against a wall and breaking them.,clotho_16k/Glass bag drops.wav
glass being broken then pushed to the side repeatedly,clotho_16k/Glass bag drops.wav
"A car door is opened, a plastic bag is picked up and a car door is closed.",clotho_16k/On top of ferry.wav
A man is unlocking the door and getting out.,clotho_16k/On top of ferry.wav
SOMEONE IS CLOSING OR OPENING A DOOR AND THE WIND BLOWS,clotho_16k/On top of ferry.wav
The blowing wind goes on as someone tries to move a door against it.,clotho_16k/On top of ferry.wav
"walking, removing of gas cap, pumping of gas, and quick return of the nozzle to pump.",clotho_16k/On top of ferry.wav
A large crowd of people talking with music in the back ground.,clotho_16k/hachiko-crossing.wav
A slight crowd of people stands casually at the intersection and takes a breath.,clotho_16k/hachiko-crossing.wav
A slight crowd of casual people at the intersection breath.,clotho_16k/hachiko-crossing.wav
Music is playing and men and women are talking.,clotho_16k/hachiko-crossing.wav
Music is playing as men and women are talking.,clotho_16k/hachiko-crossing.wav
A gust of wind blows by some small trees.,clotho_16k/wind-sound-from-inside-car.wav
"As the car drives down the rough road, the wind blows the dust into the air.",clotho_16k/wind-sound-from-inside-car.wav
Not a thing can stop this moderate wind from blowing.,clotho_16k/wind-sound-from-inside-car.wav
The wind keeps blowing at a moderate pace nonstop.,clotho_16k/wind-sound-from-inside-car.wav
Wind blows as the car drives down the road,clotho_16k/wind-sound-from-inside-car.wav
Hands are rinsed in a sink and then blown dry.,clotho_16k/Toilet Flush with Cistern.wav
"Someone is taking a bath, and the water is dripping into the bathtub.",clotho_16k/Toilet Flush with Cistern.wav
Someone rinses their hands off in a sink and then blows them dry.,clotho_16k/Toilet Flush with Cistern.wav
The flushing of a toilet while something hums in the background.,clotho_16k/Toilet Flush with Cistern.wav
someone taking a bath and the water dripping into the tub,clotho_16k/Toilet Flush with Cistern.wav
"A clanking sound, then the buzz of an electric toothbrush, and silence as it switches off.",clotho_16k/Electric Teeth Brushing.wav
An electronic device is making a buzzing sound.,clotho_16k/Electric Teeth Brushing.wav
Someone brushing their teeth with an electric toothbrush.,clotho_16k/Electric Teeth Brushing.wav
Someone is trimming the grass in the yard with a weed eater.,clotho_16k/Electric Teeth Brushing.wav
The electronic device made a loud buzzing sound.,clotho_16k/Electric Teeth Brushing.wav
A machine is running in an enclosed space and then it stops.,clotho_16k/rotatingdome.wav
"A screeching train whistles as it comes down the tracks, followed by a loud noise.",clotho_16k/rotatingdome.wav
A train approaches and then a train passes by.,clotho_16k/rotatingdome.wav
An industrial machine with a rotating mechanism starts to operate and gain speed before slowing to a halt.,clotho_16k/rotatingdome.wav
"whistling and screeching sounds as the train comes down the tracks , then a loud noise",clotho_16k/rotatingdome.wav
Bugs are making noise outdoors as it is night time and a car drives by.,clotho_16k/FIELD_EVENINIG_02.wav
Crickets are loudly chirping and other insects are buzzing.,clotho_16k/FIELD_EVENINIG_02.wav
Crickets chirp while traffic passes by in the distance.,clotho_16k/FIELD_EVENINIG_02.wav
Crickets chirping and a very loud ambient noise resting in the background.,clotho_16k/FIELD_EVENINIG_02.wav
crickets chirping with traffic passing in the distance,clotho_16k/FIELD_EVENINIG_02.wav
"A moving truck approached and whistle was blown, the truck honked and left.",clotho_16k/bus whistle.wav
"Someone pulls a large commercial truck in, and another driver honks at them before driving away.",clotho_16k/bus whistle.wav
Someone with a large commercial truck pulls in nearby before getting honked by another driver and driving off again.,clotho_16k/bus whistle.wav
"Traffic noise, a police whistle, and a car horn.",clotho_16k/bus whistle.wav
"traffic noises, a police whistle and a car horn",clotho_16k/bus whistle.wav
A bus is driving and reduces it speed as its commuters are clearly conversing in the backdrop.,clotho_16k/Bus3.wav
A bus is making a stop for some passengers,clotho_16k/Bus3.wav
A moving bus has its passengers talking in the background and slowed down,clotho_16k/Bus3.wav
Traffic passes nearby as people talk close to each other.,clotho_16k/Bus3.wav
Traffic passing nearby and people talking in close proximity to each other.,clotho_16k/Bus3.wav
Metal clacks over and over like little parts being moved and stacked.,clotho_16k/Butterfly Knife Noises 1.wav
Metal clatters repeatedly similar to tiny being bits dragged and stacked up.,clotho_16k/Butterfly Knife Noises 1.wav
Metal objects are clanking together loudly for a while.,clotho_16k/Butterfly Knife Noises 1.wav
Metal things are banging together quite loudly for a while.,clotho_16k/Butterfly Knife Noises 1.wav
"The amount of noise the cutting machine is making, indicates that it needs to be oiled.",clotho_16k/Butterfly Knife Noises 1.wav
A church organ holds a single chord in the background while a wind instrument is squeaking three notes.,"clotho_16k/Home, Sweet Broken Neve.wav"
A church organ holds a single chord in the background while a wind instrument squeaks three notes.,"clotho_16k/Home, Sweet Broken Neve.wav"
Music is being played like a orchestra with different tunes.,"clotho_16k/Home, Sweet Broken Neve.wav"
Music is playing loudly and making a droning like noise.,"clotho_16k/Home, Sweet Broken Neve.wav"
Music is playing loudly making a droning like noise.,"clotho_16k/Home, Sweet Broken Neve.wav"
A metal door is being swung open and shut and is hitting two different objects.,clotho_16k/cabinet.wav
Drawers are opened and slammed several times in a row.,clotho_16k/cabinet.wav
Items are being put into a metal box and moved aside and more items are put in metal box.,clotho_16k/cabinet.wav
Multiple doors in a hallway are being shut.,clotho_16k/cabinet.wav
"Two different objects are hit, as a metal door is swung open and then shut.",clotho_16k/cabinet.wav
"A door opens and closes over and over and in the background are a few voices, music and engines.",clotho_16k/Squeaky exterior door to elevated NYC subway station.wav
"A door opens and closes repeatedly over the background of a few voices, music, and engines.",clotho_16k/Squeaky exterior door to elevated NYC subway station.wav
A person is opening a creaky door with faint chatting in the background.,clotho_16k/Squeaky exterior door to elevated NYC subway station.wav
"The door to the busy diner squeaked as it opened and closed, while cars drove past and people chatted.",clotho_16k/Squeaky exterior door to elevated NYC subway station.wav
squeaky door to a busy dinner being repeatedly opened with road noise and human conversation in the background,clotho_16k/Squeaky exterior door to elevated NYC subway station.wav
A crowd of people are speaking while a man is shouting.,clotho_16k/weekly market [2].wav
A crowd of people talk over each other with one person shouting above the others,clotho_16k/weekly market [2].wav
A crowd of people talking over each other with one person shouting above others.,clotho_16k/weekly market [2].wav
As a group of people chatted a man was shouting.,clotho_16k/weekly market [2].wav
"As a person yells, other people in the crowd talk.",clotho_16k/weekly market [2].wav
A snow storm is blowing hard outside a house.,clotho_16k/Wind moaning through gap in door and house noises.wav
A snow storm is blowing very hard outside a house.,clotho_16k/Wind moaning through gap in door and house noises.wav
Rain is pouring and the wind is blowing,clotho_16k/Wind moaning through gap in door and house noises.wav
The wind blows as the rain continues to fall heavily.,clotho_16k/Wind moaning through gap in door and house noises.wav
Wind moans as rain clatters against various surfaces,clotho_16k/Wind moaning through gap in door and house noises.wav
Bells in a town square ringing while a train crossing siren is going off.,clotho_16k/campanas.wav
Church bells are ringing in tones that clash against one another as time passes.,clotho_16k/campanas.wav
"Church bells ring in dissonant tones, notes clashing against each other as time goes on.",clotho_16k/campanas.wav
Large bells are ringing just like they do every hour on the hour.,clotho_16k/campanas.wav
Large bells are ringing like they do every hour on the hour.,clotho_16k/campanas.wav
A mysterious tune and scary clash of metal.,clotho_16k/Water falling design.wav
A noisy fan is pushing air through a duct at an erratic speed.,clotho_16k/Water falling design.wav
A noisy fan is pushing air through an air duct an erratic speed.,clotho_16k/Water falling design.wav
A strange rhythm continuing with the wind in the background,clotho_16k/Water falling design.wav
A strange rhythm continuing with wind in the background,clotho_16k/Water falling design.wav
A person very slowly rips open a package.,clotho_16k/CAMPSITE WINDBREAK.wav
Someone is ripping open a package up at a pretty slow rate.,clotho_16k/CAMPSITE WINDBREAK.wav
Someone is ruffling with a folded up newspaper.,clotho_16k/CAMPSITE WINDBREAK.wav
Someone is walking up a hill through a shingle beach with sand underneath.,clotho_16k/CAMPSITE WINDBREAK.wav
Someone who is ruffling with a folded up newspaper.,clotho_16k/CAMPSITE WINDBREAK.wav
Pops and crackles are being emitted from a piece of machinery.,clotho_16k/Rain on open window.wav
"Sprinkle, jingle and shingle of rain drops against an surface.",clotho_16k/Rain on open window.wav
"Sprinkle, jingle and shingle of rain drops hitting against a surface.",clotho_16k/Rain on open window.wav
The rain falls to the ground in a steady fashion.,clotho_16k/Rain on open window.wav
